rt,key_press,trial_type,trial_index,time_elapsed,internal_node_id,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_dots,number_of_sets,coherent_direction,coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,
-1,-1,RDK,41,11093,0.0-1.0-40.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.71208333,"[17.470000000001164,16.1349999999984,16.979999999999563,16.524999999999636,16.67000000000189,16.76000000000022,16.56999999999971,16.784999999999854,16.6349999999984,16.845000000001164,17.594999999999345,15.575000000000728]",12,
-1,-1,RDK,42,11309,0.0-1.0-41.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.68333333,"[17.079999999999927,16.57499999999891,16.62500000000182,16.6349999999984,16.784999999999854,16.55000000000109,16.799999999999272,16.625,16.61999999999898,16.855000000001382,16.5,16.549999999999272]",12,
-1,-1,RDK,43,11526,0.0-1.0-42.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.67833333,"[16.645000000000437,16.679999999998472,16.520000000000437,16.660000000001673,16.769999999998618,17.25000000000182,16.164999999999054,17.534999999999854,16.090000000000146,16.359999999998763,16.68500000000131,16.780000000000655]",12,
-1,-1,RDK,44,11744,0.0-1.0-43.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69166667,"[17.290000000002692,16.11999999999898,17.44499999999971,16.06499999999869,16.770000000002256,16.714999999998327,16.470000000001164,16.69499999999971,16.68999999999869,16.725000000000364,17.329999999999927,15.985000000000582]",12,
-1,-1,RDK,45,11960,0.0-1.0-44.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69166667,"[16.94499999999971,16.539999999999054,16.725000000000364,17,16.600000000000364,17.43500000000131,15.649999999997817,16.695000000001528,16.7549999999992,16.769999999998618,16.4900000000016,16.69499999999971]",12,
-1,-1,RDK,46,12177,0.0-1.0-45.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69458333,"[16.98999999999978,16.650000000001455,16.654999999998836,16.670000000000073,16.695000000001528,16.784999999999854,17.409999999999854,16.38500000000022,16.084999999999127,16.729999999999563,16.520000000000437,16.7599999999984]",12,
-1,-1,RDK,47,12394,0.0-1.0-46.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.71875,"[17.38000000000102,16.100000000000364,17.029999999998836,16.460000000000946,16.68499999999949,16.61999999999898,16.80500000000029,16.645000000000437,16.590000000000146,16.659999999999854,17.8650000000016,15.784999999998035]",12,
-1,-1,RDK,48,12610,0.0-1.0-47.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69958333,"[16.905000000000655,16.475000000000364,17.589999999998327,16.7400000000016,15.81499999999869,17.63000000000102,15.710000000000946,16.704999999999927,16.82999999999811,16.465000000000146,16.69000000000051,16.840000000000146]",12,
-1,-1,RDK,49,12827,0.0-1.0-48.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.66333333,"[16.63500000000022,16.5,16.674999999999272,16.765000000001237,18.30500000000029,14.994999999998981,17.470000000001164,16.274999999997817,16.31999999999971,16.645000000000437,16.840000000001965,16.534999999998035]",12,
-1,-1,RDK,50,13044,0.0-1.0-49.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.70666667,"[16.98999999999978,16.639999999999418,17.079999999999927,16.390000000001237,16.609999999998763,16.68000000000029,16.709999999999127,16.770000000000437,16.899999999999636,16.375,17.36499999999978,15.970000000001164]",12,
-1,-1,RDK,51,13261,0.0-1.0-50.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.68291667,"[16.899999999999636,16.76000000000022,17.155000000000655,16.049999999999272,16.595000000001164,16.86499999999978,16.57999999999811,16.56500000000051,16.735000000000582,16.664999999999054,16.595000000001164,16.730000000001382]",12,
-1,-1,RDK,52,13478,0.0-1.0-51.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69083333,"[16.914999999999054,16.7450000000008,16.545000000000073,16.644999999998618,16.645000000000437,16.7450000000008,16.669999999998254,16.775000000001455,16.700000000000728,16.465000000000146,16.649999999997817,16.790000000000873]",12,
-1,-1,RDK,53,13694,0.0-1.0-52.0,FALSE,"a,l",a,200,TRUE,200,1,180,0.5,2,-1,1,600,400,white,gray,3,2,2,16.70958333,"[17.424999999999272,16.42500000000109,16.585000000000946,16.679999999998472,16.590000000001965,16.709999999999127,16.679999999998472,16.590000000001965,16.764999999999418,16.519999999998618,17.43000000000211,16.114999999997963]",12,
-1,-1,RDK,54,13909,0.0-1.0-53.0,FALSE,"a,l",l,200,TRUE,200,1,0,0.5,2,-1,1,600,400,white,gray,3,2,2,16.69181818,"[16.920000000000073,16.61499999999978,16.585000000000946,16.68499999999949,16.61999999999898,17.69499999999971,15.795000000001892,16.57499999999891,17.905000000000655,15.489999999999782,16.724999999998545]",11,
