"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_dots","number_of_sets","coherent_direction","coherence","dot_radius","dot_life","move_distance","aperture_width","aperture_height","dot_color","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames"
"-1","-1","RDK","63","16152","0.0-1.0-62.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.754545454545553","[22.200000000002547,27.200000000000728,2.2999999999974534,15.700000000002547,16.19999999999709,17.30000000000291,16.69999999999709,16.600000000000364,16.700000000000728,16.600000000000364,16.799999999999272]","11"
"-1","-1","RDK","64","16355","0.0-1.0-63.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.666666666666668","[16.600000000000364,16.50000000000182,16.799999999999272,16.600000000000364,29.100000000000364,9.799999999999272,11,16.80000000000291,16.69999999999709,16.700000000000728,16.69999999999709,16.700000000000728]","12"
"-1","-1","RDK","65","16572","0.0-1.0-64.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","16.683333333333394","[17.700000000004366,15.799999999995634,16.700000000000728,16.80000000000291,16.5,15.799999999999272,26.700000000000728,6.999999999996362,27.900000000005093,6.799999999995634,14.900000000001455,17.599999999998545]","12"
"-1","-1","RDK","66","16788","0.0-1.0-65.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.691666666666908","[17.30000000000291,16.499999999996362,24,9.100000000002183,16.400000000001455,17,16.69999999999709,16.700000000000728,16.700000000000728,16.700000000000728,16.599999999998545,16.600000000002183]","12"
"-1","-1","RDK","67","17006","0.0-1.0-66.0","false","a,l","l","200","true","200","1","0","0.5","2","-1","1","600","400","white","gray","3","2","2","18.209090909090843","[17.399999999997817,16.200000000000728,16.700000000000728,16.599999999998545,16.599999999998545,35.10000000000218,15,16.599999999998545,16.80000000000291,16.69999999999709,16.600000000002183]","11"
"-1","-1","RDK","68","17222","0.0-1.0-67.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.200000000000067","[16.200000000000728,48.900000000001455,2.399999999997817,15.799999999999272,16.799999999999272,16.700000000000728,16.700000000000728,16.700000000000728,16.5,16.599999999998545,16.900000000001455]","11"
"-1","-1","RDK","69","17439","0.0-1.0-68.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.70000000000012","[17.200000000000728,16.299999999999272,16.80000000000291,16.299999999999272,27.5,10.099999999998545,12.700000000000728,16.799999999999272,16.599999999998545,16.700000000000728,16.700000000000728,16.700000000000728]","12"
"-1","-1","RDK","70","17655","0.0-1.0-69.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.699999999999818","[18,15.700000000000728,16.700000000000728,16.69999999999709,16.600000000002183,16.700000000000728,29.099999999998545,3.2000000000007276,17.600000000002183,16.69999999999709,16.700000000000728,16.69999999999709]","12"
"-1","-1","RDK","71","17871","0.0-1.0-70.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","18.145454545454413","[17.900000000001455,40.900000000001455,7.399999999997817,17.5,16.599999999998545,16.700000000000728,16.700000000000728,16.700000000000728,16.599999999998545,19.099999999998545,13.5]","11"
"-1","-1","RDK","72","18087","0.0-1.0-71.0","false","a,l","a","200","true","200","1","180","0.5","2","-1","1","600","400","white","gray","3","2","2","16.799999999999933","[18.400000000001455,16.299999999995634,16.700000000000728,16.600000000002183,16.599999999998545,18,15.400000000001455,16.700000000000728,16.700000000000728,16.69999999999709,16.700000000000728]","11"
